"INDICATOR - Simple average of simple averages"
"ORIGIN - World"
"DUTY TYPE - Most favoured nation rate (MFN rate)"

,YEAR,"1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"Slovakia","Manufactured goods","_","_","_","_","_","..","..","..","..","..","..","..","..","..",4.7,"..",4.25,4.24,4.23,4.02,4.01,4.01,4.2,4.2,4.18,4.18,4.17,4.17,4.12,4.13
"Slovakia","Chemical products","_","_","_","_","_","..","..","..","..","..","..","..","..","..",4.13,"..",5.2,5.23,5.22,4.41,4.39,4.33,5.19,5.16,5.14,5.13,5.14,5.16,5.16,5.13
"Slovakia","Machinery and transport equipment","_","_","_","_","_","..","..","..","..","..","..","..","..","..",3.83,"..",2.27,2.26,2.22,2.27,2.27,2.26,2.26,2.27,2.27,2.28,2.27,2.27,2.16,2.19
"Slovakia","Other manufactured goods","_","_","_","_","_","..","..","..","..","..","..","..","..","..",5.29,"..",4.71,4.69,4.68,4.61,4.61,4.63,4.63,4.64,4.62,4.61,4.59,4.6,4.55,4.56
"Slovenia","Manufactured goods, ores and metals","_","_","_","_","..","..","..","..","..","..","..",10.02,"..",9.699999999999999,9.640000000000001,9.640000000000001,4.08,4.07,4.06,3.86,3.86,3.86,4.04,4.03,4.02,4.01,4,4.01,3.96,3.96
"Slovenia","Ores and metals","_","_","_","_","..","..","..","..","..","..","..",3.2,"..",3.03,2.95,2.95,1.63,1.59,1.59,1.58,1.56,1.56,1.56,1.56,1.57,1.57,1.57,1.57,1.57,1.57
"Slovenia","Manufactured goods","_","_","_","_","..","..","..","..","..","..","..",10.46,"..",10.14,10.09,10.09,4.25,4.24,4.23,4.02,4.01,4.01,4.2,4.2,4.18,4.18,4.17,4.17,4.12,4.13
"Slovenia","Chemical products","_","_","_","_","..","..","..","..","..","..","..",7.49,"..",7.57,7.49,7.49,5.2,5.23,5.22,4.41,4.39,4.33,5.19,5.16,5.14,5.13,5.14,5.16,5.16,5.13
"Slovenia","Machinery and transport equipment","_","_","_","_","..","..","..","..","..","..","..",10.68,"..",9.52,9.44,9.43,2.27,2.26,2.22,2.27,2.27,2.26,2.26,2.27,2.27,2.28,2.27,2.27,2.16,2.19
"Slovenia","Other manufactured goods","_","_","_","_","..","..","..","..","..","..","..",11.53,"..",11.4,11.4,11.4,4.71,4.69,4.68,4.61,4.61,4.63,4.63,4.64,4.62,4.61,4.59,4.6,4.55,4.56
"Solomon Islands","Manufactured goods, ores and metals","..","..","..","..","..","..","..",39.3,"..","..","..","..","..","..","..","..","..","..",13.77,9.220000000000001,9.210000000000001,"..",9.300000000000001,9.17,"..",9.16,"..",9.09,9.1,9.199999999999999
"Solomon Islands","Ores and metals","..","..","..","..","..","..","..",7.87,"..","..","..","..","..","..","..","..","..","..",10.99,9.43,9.43,"..",9.460000000000001,9.460000000000001,"..",9.460000000000001,"..",9.460000000000001,9.460000000000001,9.460000000000001
"Solomon Islands","Manufactured goods","..","..","..","..","..","..","..",41.43,"..","..","..","..","..","..","..","..","..","..",13.96,9.210000000000001,9.19,"..",9.289999999999999,9.15,"..",9.140000000000001,"..",9.07,9.07,9.18
"Solomon Islands","Chemical products","..","..","..","..","..","..","..",17.3,"..","..","..","..","..","..","..","..","..","..",9.4,8.199999999999999,8.16,"..",8.119999999999999,8.1,"..",8.1,"..",7.96,7.98,8.49
"Solomon Islands","Machinery and transport equipment","..","..","..","..","..","..","..",20.35,"..","..","..","..","..","..","..","..","..","..",13.02,9.289999999999999,9.289999999999999,"..",9.460000000000001,9.460000000000001,"..",9.460000000000001,"..",9.359999999999999,9.359999999999999,9.359999999999999
"Solomon Islands","Other manufactured goods","..","..","..","..","..","..","..",59.55,"..","..","..","..","..","..","..","..","..","..",16.1,9.560000000000001,9.550000000000001,"..",9.65,9.41,"..",9.41,"..",9.4,9.4,9.390000000000001
"South Africa","Manufactured goods, ores and metals",17.02,"..",11.26,10.93,"..",17.7,"..","..",14.97,10.53,"..",9.699999999999999,8.380000000000001,8.630000000000001,7.55,7.55,8.119999999999999,8.109999999999999,8.07,7.85,7.84,7.84,7.71,7.71,7.68,7.69,7.69,7.7,7.76,7.95
"South Africa","Ores and metals",3.87,"..",3.91,3.59,"..",3.99,"..","..",1.8,2.05,"..",1.68,1.36,1.37,1.28,1.28,1.25,1.21,1.21,1.28,1.28,1.28,0.82,0.8,0.82,0.82,0.82,0.82,0.82,0.82
"South Africa","Manufactured goods",17.97,"..",11.82,11.48,"..",18.62,"..","..",16.19,11.08,"..",10.23,8.83,9.1,7.97,7.98,8.59,8.57,8.539999999999999,8.289999999999999,8.279999999999999,8.279999999999999,8.17,8.17,8.140000000000001,8.15,8.15,8.16,8.220000000000001,8.44
"South Africa","Chemical products",32.96,"..",9.369999999999999,9.039999999999999,"..",9.19,"..","..",3.36,3.31,"..",3.15,2.77,2.71,2.65,2.63,2.61,2.63,2.59,2.56,2.53,2.52,1.94,1.94,1.91,1.92,1.89,1.89,1.89,1.92
"South Africa","Machinery and transport equipment",7.88,"..",8.039999999999999,8.17,"..",8.24,"..","..",4.58,5.74,"..",3.45,3.22,3.18,3.12,3.12,3.04,2.99,2.96,3,2.99,2.99,2.78,2.79,2.77,2.77,2.78,2.79,2.8,2.82
"South Africa","Other manufactured goods",16.57,"..",14.76,14.21,"..",26.6,"..","..",26.44,16.4,"..",15.9,13.63,14.16,12.15,12.16,13.31,13.3,13.27,12.88,12.86,12.87,12.99,12.99,13.01,13.02,13.03,13.04,13.16,13.52
"Spain","Manufactured goods, ores and metals",5.81,5.8,8.140000000000001,6.73,6.83,6.78,6.73,6.29,5.39,5.5,4.92,4.51,4.35,4.4,4.56,4.33,4.08,4.07,4.06,3.86,3.86,3.86,4.04,4.03,4.02,4.01,4,4.01,3.96,3.96
"Spain","Ores and metals",2.53,2.47,2.54,2.54,2.54,2.54,2.54,2.33,1.97,1.96,1.77,1.59,1.59,1.59,1.59,1.59,1.63,1.59,1.59,1.58,1.56,1.56,1.56,1.56,1.57,1.57,1.57,1.57,1.57,1.57
"Spain","Manufactured goods",6.08,6.08,8.52,7.02,7.12,7.07,7.01,6.56,5.61,5.73,5.12,4.71,4.52,4.59,4.76,4.52,4.25,4.24,4.23,4.02,4.01,4.01,4.2,4.2,4.18,4.18,4.17,4.17,4.12,4.13
"Spain","Chemical products",7.54,7.53,7.64,7.64,7.79,7.63,7.63,7.49,5.88,6.52,5.57,5.24,4.85,5.59,5.34,5.33,5.2,5.23,5.22,4.41,4.39,4.33,5.19,5.16,5.14,5.13,5.14,5.16,5.16,5.13
"Spain","Machinery and transport equipment",4.92,4.91,5.01,5.01,5.06,5.12,5.02,4.55,3.55,3.54,2.83,2.34,2.28,2.28,2.27,2.27,2.27,2.26,2.22,2.27,2.27,2.26,2.26,2.27,2.27,2.28,2.27,2.27,2.16,2.19
"Spain","Other manufactured goods",6,5.99,10.33,7.62,7.73,7.67,7.62,7.04,6.41,6.38,5.94,5.53,5.37,5.19,5.58,5.15,4.71,4.69,4.68,4.61,4.61,4.63,4.63,4.64,4.62,4.61,4.59,4.6,4.55,4.56
"Sri Lanka","Manufactured goods, ores and metals","..","..",26.07,"..","..",22.49,22.49,"..","..",18.2,9.07,"..",7.95,7.93,"..",7.45,8.35,9.58,9.390000000000001,9.289999999999999,9.18,9.24,7.88,7.77,7.48,"..",7.06,6.36,"..",6.69
"Sri Lanka","Ores and metals","..","..",11.36,"..","..",11.97,11.97,"..","..",11.69,5.78,"..",5.53,5.53,"..",3.93,5.14,5.27,5.21,5.56,5.48,5.45,3.84,3.7,3.69,"..",2.81,2.56,"..",2.78
"Sri Lanka","Manufactured goods","..","..",27.08,"..","..",23.2,23.2,"..","..",18.64,9.279999999999999,"..",8.109999999999999,8.09,"..",7.69,8.57,9.880000000000001,9.67,9.539999999999999,9.43,9.5,8.15,8.039999999999999,7.74,"..",7.34,6.62,"..",6.95
"Sri Lanka","Chemical products","..","..",12.86,"..","..",12.55,12.55,"..","..",11.82,7.36,"..",6.48,6.45,"..",4.33,5.51,5.45,5.29,5.19,5.14,5.13,3.16,3.15,3.34,"..",2.96,2.39,"..",4.82
"Sri Lanka","Machinery and transport equipment","..","..",14.06,"..","..",15.72,15.72,"..","..",14.4,6.91,"..",6.09,6.1,"..",7.06,6.79,7.84,7.57,7.24,7.31,7.26,4.58,4.58,4.45,"..",5.59,3.76,"..",3.93
"Sri Lanka","Other manufactured goods","..","..",38.3,"..","..",30.43,30.43,"..","..",23.04,11.06,"..",9.609999999999999,9.59,"..",9.300000000000001,10.54,12.5,12.3,12.29,12.1,12.22,11.7,11.5,10.97,"..",9.9,9.67,"..",9.140000000000001
"State of Palestine","Manufactured goods, ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",2.86,3.44,3.44,3.42,3.43
"State of Palestine","Ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",0.44,0.51,0.51,0.5,0.5
"State of Palestine","Manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",3.02,3.63,3.63,3.62,3.63
"State of Palestine","Chemical products","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",1.36,1.39,1.39,1.39,1.39
"State of Palestine","Machinery and transport equipment","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",3.05,3.15,3.15,3.13,3.16
"State of Palestine","Other manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",3.69,4.76,4.76,4.74,4.75
"Sudan","Manufactured goods, ores and metals","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",18.8,18.8,"..","..","..",19.31
"Sudan","Ores and metals","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",13.71,13.71,"..","..","..",13.73
"Sudan","Manufactured goods","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",19.14,19.14,"..","..","..",19.69
"Sudan","Chemical products","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",7.01,7.01,"..","..","..",7.11
"Sudan","Machinery and transport equipment","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",10.82,10.82,"..","..","..",11.56
"Sudan","Other manufactured goods","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",27.69,27.69,"..","..","..",28.33
"Sudan (...2011)","Manufactured goods, ores and metals","..","..","..","..","..","..","..","..",4.31,"..","..","..","..","..",22.59,"..","..","..",18.15,"..",18.32,18.32,17.89,17.89,"_","_","_","_","_","_"
"Sudan (...2011)","Ores and metals","..","..","..","..","..","..","..","..",1.82,"..","..","..","..","..",16.96,"..","..","..",13.93,"..",14.61,14.61,13.7,13.7,"_","_","_","_","_","_"
"Sudan (...2011)","Manufactured goods","..","..","..","..","..","..","..","..",4.47,"..","..","..","..","..",22.97,"..","..","..",18.44,"..",18.57,18.57,18.17,18.17,"_","_","_","_","_","_"
"Sudan (...2011)","Chemical products","..","..","..","..","..","..","..","..",2.21,"..","..","..","..","..",14.9,"..","..","..",7.07,"..",4.95,4.95,7,7,"_","_","_","_","_","_"
"Sudan (...2011)","Machinery and transport equipment","..","..","..","..","..","..","..","..",1.6,"..","..","..","..","..",14.6,"..","..","..",11.15,"..",10.9,10.9,10.59,10.59,"_","_","_","_","_","_"
"Sudan (...2011)","Other manufactured goods","..","..","..","..","..","..","..","..",6.55,"..","..","..","..","..",29.72,"..","..","..",26.04,"..",27.32,27.32,25.93,25.93,"_","_","_","_","_","_"
"Suriname","Manufactured goods, ores and metals","..","..","..","..","..","..","..","..",19.89,"..","..",16.46,12.07,"..","..","..","..","..","..",8.65,"..",8.539999999999999,8.550000000000001,8.609999999999999,8.550000000000001,8.550000000000001,"..","..","..",".."
"Suriname","Ores and metals","..","..","..","..","..","..","..","..",17.06,"..","..",13.82,13.68,"..","..","..","..","..","..",5.89,"..",5.64,5.64,5.42,5.62,5.62,"..","..","..",".."
"Suriname","Manufactured goods","..","..","..","..","..","..","..","..",19.93,"..","..",16.49,12.03,"..","..","..","..","..","..",8.85,"..",8.74,8.74,8.83,8.75,8.75,"..","..","..",".."
"Suriname","Chemical products","..","..","..","..","..","..","..","..",15.3,"..","..",12.1,9.77,"..","..","..","..","..","..",5.98,"..",6.25,6.26,6.19,6.25,6.25,"..","..","..",".."
"Suriname","Machinery and transport equipment","..","..","..","..","..","..","..","..",16.9,"..","..",14.16,8.73,"..","..","..","..","..","..",7.33,"..",7.27,7.27,7.39,7.33,7.33,"..","..","..",".."
"Suriname","Other manufactured goods","..","..","..","..","..","..","..","..",21.42,"..","..",17.81,13.92,"..","..","..","..","..","..",10.69,"..",10.37,10.37,10.48,10.38,10.38,"..","..","..",".."
"Sweden","Manufactured goods, ores and metals",4.91,4.91,"..","..","..","..","..",6.29,5.39,5.5,4.92,4.51,4.35,4.4,4.56,4.33,4.08,4.07,4.06,3.86,3.86,3.86,4.04,4.03,4.02,4.01,4,4.01,3.96,3.96
"Sweden","Ores and metals",0.5,0.5,"..","..","..","..","..",2.33,1.97,1.96,1.77,1.59,1.59,1.59,1.59,1.59,1.63,1.59,1.59,1.58,1.56,1.56,1.56,1.56,1.57,1.57,1.57,1.57,1.57,1.57
"Sweden","Manufactured goods",5.21,5.21,"..","..","..","..","..",6.56,5.61,5.73,5.12,4.71,4.52,4.59,4.76,4.52,4.25,4.24,4.23,4.02,4.01,4.01,4.2,4.2,4.18,4.18,4.17,4.17,4.12,4.13
"Sweden","Chemical products",3.77,3.77,"..","..","..","..","..",7.49,5.88,6.52,5.57,5.24,4.85,5.59,5.34,5.33,5.2,5.23,5.22,4.41,4.39,4.33,5.19,5.16,5.14,5.13,5.14,5.16,5.16,5.13
"Sweden","Machinery and transport equipment",3.72,3.72,"..","..","..","..","..",4.55,3.55,3.54,2.83,2.34,2.28,2.28,2.27,2.27,2.27,2.26,2.22,2.27,2.27,2.26,2.26,2.27,2.27,2.28,2.27,2.27,2.16,2.19
"Sweden","Other manufactured goods",6.4,6.4,"..","..","..","..","..",7.04,6.41,6.38,5.94,5.53,5.37,5.19,5.58,5.15,4.71,4.69,4.68,4.61,4.61,4.63,4.63,4.64,4.62,4.61,4.59,4.6,4.55,4.56
"Switzerland, Liechtenstein","Manufactured goods, ores and metals","..","..",13.77,"..","..",15.46,"..",5.99,5.77,4.99,4.66,4.41,4.53,4.48,4.55,4.61,4.69,4.72,4.62,4.44,4.6,4.74,4.7,5.14,5.15,5.18,5.22,5.2,5.08,0
"Switzerland, Liechtenstein","Ores and metals","..","..",66.83,"..","..",70.78,"..",3.29,3.07,2.73,2.44,2.22,2.42,2.29,2.21,2.29,2.28,2.13,1.8,1.63,1.52,1.53,1.53,1.71,1.77,1.8,1.86,1.87,1.96,0
"Switzerland, Liechtenstein","Manufactured goods","..","..",10.32,"..","..",11.88,"..",6.17,5.93,5.13,4.79,4.55,4.67,4.62,4.7,4.76,4.85,4.9,4.82,4.63,4.8,4.96,4.91,5.36,5.37,5.41,5.45,5.42,5.29,0
"Switzerland, Liechtenstein","Chemical products","..","..",15.71,"..","..",17.99,"..",3.52,3.51,2.02,1.96,1.86,2.02,1.94,1.88,1.86,1.9,1.9,1.83,1.68,1.66,1.65,1.54,1.89,1.95,2.07,2.04,2.07,2.23,0
"Switzerland, Liechtenstein","Machinery and transport equipment","..","..",2.51,"..","..",2.28,"..",2.03,1.94,1.65,1.44,1.28,1.19,1.17,1.26,1.31,1.42,1.38,1.35,1.23,1.24,1.3,1.21,1.61,1.98,1.9,1.94,1.74,1.63,0
"Switzerland, Liechtenstein","Other manufactured goods","..","..",11.57,"..","..",13.64,"..",9.01,8.699999999999999,7.93,7.43,7.09,7.21,7.16,7.29,7.38,7.47,7.58,7.47,7.28,7.6,7.86,7.86,8.380000000000001,8.24,8.300000000000001,8.359999999999999,8.390000000000001,8.130000000000001,0
"Syrian Arab Republic","Manufactured goods, ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..","..",19.92,"..","..","..","..","..","..",13.18,13.18,"..","..",15.59,"..","..","..",".."
"Syrian Arab Republic","Ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..","..",6.85,"..","..","..","..","..","..",3.07,3.07,"..","..",3.16,"..","..","..",".."
"Syrian Arab Republic","Manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..","..",20.78,"..","..","..","..","..","..",13.86,13.86,"..","..",16.42,"..","..","..",".."
"Syrian Arab Republic","Chemical products","..","..","..","..","..","..","..","..","..","..","..","..","..","..",5.78,"..","..","..","..","..","..",4.5,4.5,"..","..",4.57,"..","..","..",".."
"Syrian Arab Republic","Machinery and transport equipment","..","..","..","..","..","..","..","..","..","..","..","..","..","..",15.07,"..","..","..","..","..","..",8.029999999999999,8.029999999999999,"..","..",8.859999999999999,"..","..","..",".."
"Syrian Arab Republic","Other manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..","..",29.09,"..","..","..","..","..","..",20.14,20.14,"..","..",24.57,"..","..","..",".."
"Tajikistan","Manufactured goods, ores and metals","_","_","_","_","..","..","..","..","..","..","..","..","..","..",8.060000000000001,"..","..","..",7.4,"..","..","..",7.33,"..",7.28,7.33,7.14,7.12,7.14,7.18
"Tajikistan","Ores and metals","_","_","_","_","..","..","..","..","..","..","..","..","..","..",8.66,"..","..","..",7.73,"..","..","..",7.71,"..",7.81,7.81,7.81,7.81,7.81,7.81
"Tajikistan","Manufactured goods","_","_","_","_","..","..","..","..","..","..","..","..","..","..",8.029999999999999,"..","..","..",7.38,"..","..","..",7.3,"..",7.24,7.3,7.09,7.07,7.09,7.14
"Tajikistan","Chemical products","_","_","_","_","..","..","..","..","..","..","..","..","..","..",5.35,"..","..","..",6.28,"..","..","..",5.92,"..",5.74,5.81,5.82,5.71,5.8,5.79
"Tajikistan","Machinery and transport equipment","_","_","_","_","..","..","..","..","..","..","..","..","..","..",5.3,"..","..","..",5.03,"..","..","..",5.03,"..",4.99,5.05,4.17,4.18,4.18,4.18
"Tajikistan","Other manufactured goods","_","_","_","_","..","..","..","..","..","..","..","..","..","..",10.25,"..","..","..",8.810000000000001,"..","..","..",8.82,"..",8.810000000000001,8.859999999999999,8.859999999999999,8.859999999999999,8.859999999999999,8.949999999999999
"TFYR of Macedonia","Manufactured goods, ores and metals","_","_","_","_","..","..","..","..","..","..","..","..","..",13.64,7.96,"..",8.84,7.96,7.62,7.1,7.09,6.69,6.26,6.25,6.24,6.13,6.15,6.13,6.11,6.14
"TFYR of Macedonia","Ores and metals","_","_","_","_","..","..","..","..","..","..","..","..","..",7.61,2.97,"..",3.9,2.97,2.77,2.55,2.55,2.43,2.43,2.43,2.36,2.44,2.36,2.36,2.36,2.36
"TFYR of Macedonia","Manufactured goods","_","_","_","_","..","..","..","..","..","..","..","..","..",14.03,8.300000000000001,"..",9.18,8.300000000000001,7.95,7.41,7.4,6.98,6.52,6.51,6.5,6.38,6.4,6.38,6.36,6.39
"TFYR of Macedonia","Chemical products","_","_","_","_","..","..","..","..","..","..","..","..","..",7.42,3.63,"..",3.93,3.63,3.46,3.3,3.27,2.96,2.93,2.9,2.89,2.88,2.88,2.88,2.88,2.89
"TFYR of Macedonia","Machinery and transport equipment","_","_","_","_","..","..","..","..","..","..","..","..","..",11.56,6.1,"..",6.56,6.1,6.46,6.21,6.21,5.38,5.35,5.35,5.37,5.02,5.02,5.02,4.94,5.02
"TFYR of Macedonia","Other manufactured goods","_","_","_","_","..","..","..","..","..","..","..","..","..",17.69,11.09,"..",12.37,11.09,10.37,9.58,9.57,9.279999999999999,8.470000000000001,8.460000000000001,8.460000000000001,8.4,8.449999999999999,8.41,8.390000000000001,8.41
"Thailand","Manufactured goods, ores and metals","..",43.15,"..",43.23,"..",44.99,"..",20.5,"..","..","..",44.69,15.7,14.66,"..",13.76,9.91,10.28,10.27,8.4,8.4,8.380000000000001,8.380000000000001,8.41,"..",8.43,8.43,7.98,"..",".."
"Thailand","Ores and metals","..",19.55,"..",19.55,"..",18.66,"..",10.8,"..","..","..",18.35,6.7,6.12,"..",4.65,2.79,2.37,2.37,1.08,1.08,1.05,1.05,1.03,"..",1.12,1.12,0.86,"..",".."
"Thailand","Manufactured goods","..",44.75,"..",44.84,"..",46.78,"..",21.15,"..","..","..",46.51,16.28,15.21,"..",14.38,10.46,10.81,10.81,8.92,8.92,8.91,8.9,8.94,"..",8.92,8.92,8.460000000000001,"..",".."
"Thailand","Chemical products","..",34.23,"..",34.32,"..",37.7,"..",15.25,"..","..","..",34.54,11.71,6.75,"..",6.13,4.12,4.95,4.91,3.44,3.42,3.36,3.35,3.3,"..",3.48,3.48,3.4,"..",".."
"Thailand","Machinery and transport equipment","..",35.31,"..",35.33,"..",33.91,"..",13.36,"..","..","..",36.47,12.08,12.43,"..",12.27,9.26,7.99,7.99,7.08,7.08,7.08,7.07,7.12,"..",7.43,7.43,6.38,"..",".."
"Thailand","Other manufactured goods","..",52.74,"..",52.86,"..",55.63,"..",26.69,"..","..","..",56.41,19.88,19.72,"..",18.54,13.94,14.33,14.33,12.31,12.32,12.31,12.32,12.38,"..",11.8,11.79,11.43,"..",".."
"Timor-Leste","Manufactured goods, ores and metals","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","..","..","..","..","..","..","..","..",2.5,2.5,2.5,2.5,2.5,2.5,".."
"Timor-Leste","Ores and metals","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","..","..","..","..","..","..","..","..",2.5,2.5,2.5,2.5,2.5,2.5,".."
"Timor-Leste","Manufactured goods","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","..","..","..","..","..","..","..","..",2.5,2.5,2.5,2.5,2.5,2.5,".."
"Timor-Leste","Chemical products","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","..","..","..","..","..","..","..","..",2.5,2.5,2.5,2.5,2.5,2.5,".."
"Timor-Leste","Machinery and transport equipment","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","..","..","..","..","..","..","..","..",2.5,2.5,2.5,2.5,2.5,2.5,".."
"Timor-Leste","Other manufactured goods","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","..","..","..","..","..","..","..","..",2.5,2.5,2.5,2.5,2.5,2.5,".."
"Togo","Manufactured goods, ores and metals","..","..","..","..","..","..","..","..",13.4,13.55,"..",13.62,11.81,11.79,11.75,11.73,11.74,11.75,11.75,11.63,11.63,11.63,11.63,11.61,11.61,11.61,11.61,11.51,11.51,11.52
"Togo","Ores and metals","..","..","..","..","..","..","..","..",9.16,9.23,"..",9.94,7.61,7.49,7.51,7.25,7.36,7.36,7.36,7.21,7.18,7.21,7.21,7.19,7.19,7.19,7.19,7.17,7.17,7.17
"Togo","Manufactured goods","..","..","..","..","..","..","..","..",13.68,13.84,"..",13.86,12.09,12.07,12.02,12.04,12.04,12.05,12.05,11.93,11.93,11.93,11.93,11.91,11.91,11.91,11.9,11.81,11.81,11.82
"Togo","Chemical products","..","..","..","..","..","..","..","..",10.32,10.49,"..",10.36,6.46,6.43,6.43,6.43,6.43,6.43,6.43,6.51,6.51,6.51,6.51,6.42,6.42,6.42,6.42,6.66,6.66,6.71
"Togo","Machinery and transport equipment","..","..","..","..","..","..","..","..",10.95,11,"..",10.81,8.619999999999999,8.550000000000001,8.539999999999999,8.6,8.58,8.58,8.59,8.33,8.33,8.33,8.33,8.32,8.32,8.32,8.32,8.17,8.17,8.19
"Togo","Other manufactured goods","..","..","..","..","..","..","..","..",16.12,16.32,"..",16.54,15.78,15.8,15.71,15.72,15.73,15.75,15.75,15.67,15.67,15.67,15.67,15.67,15.67,15.67,15.66,15.49,15.49,15.48
"Tonga","Manufactured goods, ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",11.55,11.55,11.55,11.88,11.88,"..",11.9,11.92,11.91
"Tonga","Ores and metals","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",14.81,14.81,14.81,14.57,14.57,"..",14.57,14.57,14.57
"Tonga","Manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",11.33,11.33,11.33,11.71,11.71,"..",11.73,11.74,11.73
"Tonga","Chemical products","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",13.28,13.28,13.29,12.94,12.94,"..",12.99,13.03,13.03
"Tonga","Machinery and transport equipment","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",3.82,3.82,3.82,5.74,5.74,"..",5.72,5.72,5.72
"Tonga","Other manufactured goods","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",13.77,13.77,13.77,13.77,13.77,"..",13.82,13.83,13.82
"Trinidad and Tobago","Manufactured goods, ores and metals","..","..","..",16.69,16.68,"..","..","..",8.779999999999999,"..","..",17.78,"..",6.33,6.23,6.23,6.21,6.24,6.21,5.34,5.32,"..",8.77,8.77,8.800000000000001,8.800000000000001,"..","..","..",".."
"Trinidad and Tobago","Ores and metals","..","..","..",8,8,"..","..","..",3.6,"..","..",15.48,"..",1.44,1.44,1.44,1.34,1.35,1.35,1,1,"..",5.53,5.53,5.75,5.75,"..","..","..",".."
"Trinidad and Tobago","Manufactured goods","..","..","..",17.28,17.27,"..","..","..",9.130000000000001,"..","..",17.82,"..",6.65,6.54,6.54,6.54,6.57,6.54,5.62,5.61,"..",9,8.99,9.01,9,"..","..","..",".."
"Trinidad and Tobago","Chemical products","..","..","..",13.16,13.19,"..","..","..",7.27,"..","..",16.31,"..",3.06,2.29,2.29,3.05,2.99,2.85,2.89,2.82,"..",6.12,6.12,6.49,6.48,"..","..","..",".."
"Trinidad and Tobago","Machinery and transport equipment","..","..","..",12.68,12.68,"..","..","..",6.3,"..","..",16.96,"..",4.94,5.1,5.1,4.93,5.04,5.04,3.81,3.81,"..",7.78,7.78,7.72,7.72,"..","..","..",".."
"Trinidad and Tobago","Other manufactured goods","..","..","..",20.78,20.76,"..","..","..",11.03,"..","..",18.29,"..",8.789999999999999,8.82,8.82,8.609999999999999,8.640000000000001,8.640000000000001,7.51,7.51,"..",10.65,10.65,10.58,10.58,"..","..","..",".."
"Tunisia","Manufactured goods, ores and metals","..","..",28.48,"..",28.53,"..","..",28.87,"..","..",28.37,"..",25.33,"..",27.32,22.08,22.35,21.23,20.86,"..",18.23,18.5,15.17,13.15,11.81,11.64,"..",11.65,7.31,".."
"Tunisia","Ores and metals","..","..",21.37,"..",21.53,"..","..",21.52,"..","..",24.24,"..",21.67,"..",24.27,15.82,15.62,15.59,15.05,"..",7.82,7.28,4.38,3.96,3.66,3.66,"..",3.72,2.18,".."
"Tunisia","Manufactured goods","..","..",28.96,"..",29,"..","..",29.37,"..","..",28.64,"..",25.56,"..",27.52,22.51,22.81,21.62,21.26,"..",18.93,19.25,15.89,13.76,12.36,12.18,"..",12.18,7.66,".."
"Tunisia","Chemical products","..","..",24.25,"..",23.69,"..","..",21.24,"..","..",23.67,"..",20.66,"..",23.38,14.68,14.43,14.41,13.98,"..",11.75,12.17,10.89,10.68,4.99,4.8,"..",4.8,2.62,".."
